station,datetime,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31,sum
376301-ดอยมูเซอร์ สกษ. จ.ตาก,Sep-23,0.4,0.1,39.6,4.6,22,5.1,1,3.8,1.1,13.5,22,23.5,16.5,9.4,13.5,48.9,15.4,18.3,0.2,T,0.7,4,0.1,0,0,30.5,60.6,67.9,4.1,18.8,-,445.6
376301-ดอยมูเซอร์ สกษ. จ.ตาก,Oct-23,4.7,0.3,0,2.3,0.2,22.4,12.5,5.1,9.5,30.6,4.4,0,0.5,5.5,16.7,3.2,49.5,0,0,0.8,33.6,1.9,0,0,0,10.8,18.7,3.6,6.9,21.4,0,265.1
376301-ดอยมูเซอร์ สกษ. จ.ตาก,Nov-23,0,0,0,0.4,0,0,0,0,0,0,12.9,0.5,1.4,1.1,0,0.7,1.4,0,0,0,0,0,0,0,0,0,0,T,0,0,-,18.4
376301-ดอยมูเซอร์ สกษ. จ.ตาก,Dec-23,0,0,0,0,0,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
376401-อุ้มผาง จ.ตาก,Jan-14,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,-
376401-อุ้มผาง จ.ตาก,Feb-14,-,-,-,0,0,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0.5,0,0,0,0,0,-,-,-,0.5
376401-อุ้มผาง จ.ตาก,Mar-14,0,0,-,-,-,0,0,0,-,0,-,0,0,0,0,0,2.2,0,-,0,0,0,26.3,17.2,-,0,0,0,0,0,0,45.7
376401-อุ้มผาง จ.ตาก,Apr-14,-,0,0,0,11.1,0,0,0,1.3,0.4,0,2,-,18.2,0.5,6.2,0,0.4,0.3,8.2,22,0,0,2.9,0,-,1.5,0,0,0,-,75
376401-อุ้มผาง จ.ตาก,May-14,0,0,0,0,41,4.1,0,0,2.5,0,0,0,41.7,13,0,0,-,38.5,-,-,-,9.9,-,-,-,-,1.9,-,1.3,-,-,153.9
376401-อุ้มผาง จ.ตาก,Jun-14,16.2,-,12.4,-,-,5.3,0.9,11.7,1.7,-,4.3,0.1,-,1,3.6,1,0.5,0.6,0.5,2.5,0.7,2,1.6,2.5,3.6,3.3,-,0.9,-,0.9,-,77.8
376401-อุ้มผาง จ.ตาก,Jul-14,-,-,7.2,0.3,-,2.6,3.3,5.1,8.1,2.9,1,40.3,3.5,12.6,26.2,0.4,5.3,5.4,10.6,11.8,8.5,1.7,1.9,4.4,2.4,1.7,3.5,3.4,12.9,8.1,0.7,195.8
376401-อุ้มผาง จ.ตาก,Aug-14,3.2,8.6,7.7,19.4,1.9,10.3,3,3.7,0.7,2.5,-,9.7,0.5,1.2,7.3,11.6,-,16.5,1.1,7.3,14.7,2.1,4.8,0.1,1.8,3.4,52.6,10.5,6,9.1,6.7,228
376401-อุ้มผาง จ.ตาก,Sep-14,3.5,4.6,6.5,2.7,10.7,12.6,12.2,7.9,1.5,16.5,0.6,14.2,2.9,1.7,1.8,4.3,8.4,0.8,-,-,0.6,0.8,1.6,14.5,1.4,38.5,1.6,-,27.3,19.8,-,219.5
376401-อุ้มผาง จ.ตาก,Oct-14,15.3,0.9,-,-,0.4,3,-,-,42.2,1.5,3,-,-,-,-,-,-,-,1.7,31.2,0.7,7.8,0.7,3.2,7.6,2.8,-,8.9,8.9,-,8.4,148.2
376401-อุ้มผาง จ.ตาก,Nov-14,-,-,-,0.7,2.7,29.9,41.3,19.7,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.6
376401-อุ้มผาง จ.ตาก,Dec-14,-,-,-,-,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9
376401-อุ้มผาง จ.ตาก,Jan-15,-,-,-,-,-,-,-,4.7,14.8,6.7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.2
376401-อุ้มผาง จ.ตาก,Feb-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
376401-อุ้มผาง จ.ตาก,Mar-15,-,-,-,-,-,-,-,-,10.9,24.3,-,-,-,-,-,-,-,-,0,-,28.9,-,26,0.4,-,-,16.2,0.9,0.4,-,-,108
376401-อุ้มผาง จ.ตาก,Apr-15,-,-,-,15.8,-,-,-,-,14.1,1.2,-,3,-,-,-,-,-,-,-,-,-,-,0.4,11.3,-,24,1.2,-,0.3,-,-,71.3
376401-อุ้มผาง จ.ตาก,May-15,-,-,-,-,-,-,-,-,-,0.7,4.8,-,-,51.5,0.7,-,0.6,2.4,4.4,12.9,4.2,1.3,3.7,0.1,10.7,-,-,7,-,0.3,6.2,111.5
376401-อุ้มผาง จ.ตาก,Jun-15,0.2,2,3.2,18,-,-,-,4.1,7.6,1.5,-,-,11.7,1.8,0.3,35.6,36.4,8.6,-,-,25,10.4,12.9,14.7,16.1,11.8,3.1,11.9,0.5,2.2,-,239.6
376401-อุ้มผาง จ.ตาก,Jul-15,-,4.2,2.7,1.1,5.5,2.2,5,10.3,2.6,-,-,-,-,-,6,1.3,3.4,5.3,2.3,-,16,5.8,7,0.3,10.3,7.3,6.3,9.4,6.5,0.7,10,131.5
376401-อุ้มผาง จ.ตาก,Aug-15,24,3.8,16.8,7.6,-,6.9,0.9,0.2,19.9,-,8.9,3.4,-,12,18,37.7,6.3,3.8,3.4,-,15.7,2.6,-,2.7,10.5,12.2,11.7,1.4,-,10.8,-,241.2
376401-อุ้มผาง จ.ตาก,Sep-15,-,16.9,2.3,4.8,19.8,1.9,2,0.2,15.9,15.8,10.6,19.9,10.9,18.4,15.4,-,45.5,2.1,-,-,-,24.2,1.7,1,1.8,-,0.6,4,5,-,-,240.7
376401-อุ้มผาง จ.ตาก,Oct-15,3.4,3.6,34.8,14,26.3,3.7,-,0.5,9.9,-,36.9,2.6,-,-,0.7,-,-,-,3.8,-,-,6.2,-,-,-,-,-,-,-,-,-,146.4
376401-อุ้มผาง จ.ตาก,Nov-15,-,-,-,-,-,1,-,-,-,0.6,16.1,-,7,-,0.6,-,-,-,-,2.2,-,-,-,-,-,-,-,-,-,-,-,27.5
376401-อุ้มผาง จ.ตาก,Dec-15,-,25.4,38.8,18.6,0.1,-,-,-,-,-,-,-,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.1
376401-อุ้มผาง จ.ตาก,Jan-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,7.8,-,-,-,-,-,29.8
376401-อุ้มผาง จ.ตาก,Feb-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,0.6
376401-อุ้มผาง จ.ตาก,Mar-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,0,0.2,7,-,10
376401-อุ้มผาง จ.ตาก,Apr-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.8,-,2.6,-,-,16.4
376401-อุ้มผาง จ.ตาก,May-16,-,-,-,0.9,-,-,-,5.1,-,-,-,-,-,0.3,-,6.4,-,4.6,-,29.8,-,11,17.8,6.9,6.4,-,3.2,0.5,1.6,-,1.3,95.8
376401-อุ้มผาง จ.ตาก,Jun-16,4,-,32.8,9.8,2.7,0.6,21.5,9.4,1.2,18.7,19.7,2.8,3,6.5,8,1.9,12,8,24.5,6.8,2.3,-,3.2,13.3,5,1.4,4,1.3,74,1.8,-,300.2
376401-อุ้มผาง จ.ตาก,Jul-16,9.9,4.6,3,0.9,16.6,10.7,4,3.8,27.1,6,-,7.8,14.8,1.3,0.2,1.6,8.6,0.2,6.2,-,11.9,-,1.8,7.4,-,18,3,-,3.8,12.7,1.9,187.8
376401-อุ้มผาง จ.ตาก,Aug-16,6.4,7.7,10.6,10.9,-,5.6,1.6,3,-,10,25.8,7.7,7.6,54.1,26.1,6.7,5.1,1.9,1,2,-,5.2,3.7,4.4,4.6,3.9,1.2,9.9,10.4,0.4,10.3,247.8
376401-อุ้มผาง จ.ตาก,Sep-16,9.1,7,1.8,10.4,1.2,1.2,-,3.2,0.5,0.3,7.9,0.6,23.5,2.2,5.6,-,10.6,-,13.7,37.9,17.9,0.4,-,3.2,7.4,3.2,38,3.5,4.2,17.5,-,232
376401-อุ้มผาง จ.ตาก,Oct-16,10.2,6.7,5.2,26.4,2.8,0.6,9.4,2.5,7.6,6,36.8,15.5,32.8,-,14,32,-,-,-,-,0.6,6.6,0.6,1.9,0.6,1.9,0.8,1.9,0.4,0.3,4.6,228.7
376401-อุ้มผาง จ.ตาก,Nov-16,-,-,-,-,-,16.8,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.5,0.4,-,-,-,-,36.7
376401-อุ้มผาง จ.ตาก,Dec-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
376401-อุ้มผาง จ.ตาก,Jan-17,-,-,-,0.2,-,-,-,-,-,7.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.6
376401-อุ้มผาง จ.ตาก,Feb-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
376401-อุ้มผาง จ.ตาก,Mar-17,6.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,20.3,16,-,-,43.7
376401-อุ้มผาง จ.ตาก,Apr-17,10.9,12.2,-,11.8,-,-,-,-,0.6,15.5,2.7,-,0.8,15.6,5.7,1.7,5.5,-,-,-,-,-,-,-,-,-,-,3.4,59.3,0.9,-,146.6
376401-อุ้มผาง จ.ตาก,May-17,-,-,-,22.6,7.7,-,-,-,2.3,0.4,0.8,-,0.4,29.9,2.7,11.6,63.5,0.7,-,1.6,-,-,0.2,4.4,0.6,4.6,2.3,0.3,-,-,0.5,157.1
376401-อุ้มผาง จ.ตาก,Jun-17,3.7,3.1,27.2,0.4,-,3.6,1.6,-,22.5,17.7,1.3,2.3,12,18.4,-,-,-,2.6,0.6,3.8,13.7,2,1,2,2.2,5.2,-,-,6.2,11.8,-,164.9
376401-อุ้มผาง จ.ตาก,Jul-17,2,0.5,22.5,15.3,0.3,0.7,0.9,-,6.1,2.7,15.2,1.6,17.1,16.7,2.4,4.2,12.3,17.3,14.3,25.3,-,5.2,3.4,9,38.8,2.5,1,24.2,16.4,7.6,0.3,285.8
376401-อุ้มผาง จ.ตาก,Aug-17,1,23.5,4.5,10.9,11.9,3,3.3,0.8,-,0.5,0.7,-,3.5,3.7,1.1,5.8,40.3,9.4,18.6,27.6,0.8,2,2.1,2.4,8.7,52.7,5.7,18.3,-,12.6,1.2,276.6
376401-อุ้มผาง จ.ตาก,Sep-17,3.7,1.3,-,9.2,1.5,13,4.5,-,-,3.9,21.4,0.2,-,0.5,6.3,8,3.3,2.5,0.5,1,21.1,0.4,2.4,6.1,3.7,0.9,-,5.9,3.1,1.3,-,125.7
376401-อุ้มผาง จ.ตาก,Oct-17,-,2.3,16.5,7.6,3.3,8.2,16.3,3.2,-,1.8,-,-,1.8,1.3,18.2,0.7,18.3,29.7,3.2,-,-,6,7.8,-,-,-,-,-,-,-,-,146.2
376401-อุ้มผาง จ.ตาก,Nov-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4,5,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,25.4
376401-อุ้มผาง จ.ตาก,Dec-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,2.1,-,-,-,0,2.8
376401-อุ้มผาง จ.ตาก,Jan-18,-,-,-,-,0.8,-,-,3.4,22.2,5.6,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,32
376401-อุ้มผาง จ.ตาก,Feb-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,2.4,-,8.1,2.5,1.5,2,6.2,-,-,-,-,-,23.9
376401-อุ้มผาง จ.ตาก,Mar-18,-,-,-,-,-,-,-,3.6,2.2,3.2,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,18.3,28.1
376401-อุ้มผาง จ.ตาก,Apr-18,2,15.1,-,9.6,1,2.3,-,-,-,31.6,-,-,-,-,-,-,5.7,-,9.8,-,-,-,-,-,-,0.6,5.8,2.7,16.2,0.2,-,102.6
376401-อุ้มผาง จ.ตาก,May-18,17,1.1,33.9,0.9,2.7,9.2,-,0.4,13.7,-,-,5,6.5,3.9,-,-,1,14.8,-,-,6,-,3,8,30,-,1,2.4,0.3,-,1.2,162
376401-อุ้มผาง จ.ตาก,Jun-18,3.2,-,0.7,-,1.3,1,13.8,11.8,14.2,9.7,3,1.2,15.6,6.3,3.4,7,3.6,0.8,-,0.5,1,-,2.8,-,3.6,6.8,5.7,2.9,-,-,-,119.9
376401-อุ้มผาง จ.ตาก,Jul-18,-,1.3,3.3,-,3.1,1.5,6.6,11.4,17,2.5,3.3,6.2,6.7,3.8,21.9,10.3,2.3,4.9,33.9,13,12.9,3.4,20.1,4,16.2,2.5,15.9,19.9,14.8,6.5,10.1,279.3
376401-อุ้มผาง จ.ตาก,Aug-18,27.2,12.2,14.8,5,5.8,5.5,13.1,1.7,3.2,2.7,1.2,-,4.8,4.4,10.2,3.1,17.9,10.3,-,1.1,-,4.7,6.5,1.5,6.5,15.7,-,3.4,0.8,6.8,5,195.1
376401-อุ้มผาง จ.ตาก,Sep-18,0.5,-,5.7,3.8,1.1,-,12.6,3.8,8.8,26.7,1,1.3,1.7,18.5,2.2,-,-,6.2,15.1,-,1.7,-,7,18.9,2.1,0.2,2.5,16,19.6,-,-,177
376401-อุ้มผาง จ.ตาก,Oct-18,-,0.5,1.6,-,-,-,-,-,-,-,-,-,-,-,10.9,4.3,0.4,0.4,7.8,27,25.5,-,-,-,1.2,-,-,-,-,-,-,79.6
376401-อุ้มผาง จ.ตาก,Nov-18,-,-,-,-,-,-,-,6.8,6.6,-,-,0.4,13.3,-,6.8,-,23,17.7,-,-,-,-,0.3,-,-,-,-,-,-,-,-,74.9
376401-อุ้มผาง จ.ตาก,Dec-18,-,0.3,-,-,-,0,-,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8
376401-อุ้มผาง จ.ตาก,Jan-19,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
376401-อุ้มผาง จ.ตาก,Feb-19,0,0,0,0,0,0,0,0,0,0,6.1,0,9.8,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.9
376401-อุ้มผาง จ.ตาก,Mar-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
376401-อุ้มผาง จ.ตาก,Apr-19,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0.5,1.2,0,0,0,0,10.1,0.4,-,35
376401-อุ้มผาง จ.ตาก,May-19,0,0,10.1,0,0,0,0,5.8,0.5,0.2,0,3.9,0.8,0,13,0,0,0.7,0,1.9,0,25,0,0,1,1,0.3,19.4,8.3,0,4.2,96.1
376401-อุ้มผาง จ.ตาก,Jun-19,8.1,8.4,1.6,0,0,0.3,0,8.8,0,1.2,0.7,1.3,1.2,11.6,0.7,6.2,0,16.4,10.4,0,0,0,25.4,67.8,1.8,6.3,0.7,7.4,8.4,10.6,-,205.3
376401-อุ้มผาง จ.ตาก,Jul-19,1.7,22.5,17.1,1.4,15.1,13,2.3,3.5,2.7,1.3,0.7,0,10.7,1.2,5.1,0,0,0,0,10.8,6.3,0.6,1.5,9.5,16.4,3.2,3.8,0,15.6,7,14.3,187.3
376401-อุ้มผาง จ.ตาก,Aug-19,22.9,18.2,15.5,13.9,22.7,20.7,28.9,25.5,16.3,14.9,13.3,11.6,15,6.2,10.1,0,17,1.8,1.7,25.7,7.1,12.4,17.7,1.5,8.7,17.1,0.4,0,1,11.2,12.5,391.5
376401-อุ้มผาง จ.ตาก,Sep-19,20,12.5,12.2,7.2,7.6,25.1,5.2,6.8,11.3,16.4,5,0,0.8,28.6,0,0,0,2.1,8.3,13.6,20.8,0.8,0,0,0,0,0,0,0,0,-,204.3
376401-อุ้มผาง จ.ตาก,Oct-19,16.7,0,0,0,0,0,0,0,0.5,44.6,9.4,15,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5
376401-อุ้มผาง จ.ตาก,Nov-19,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,3.1
376401-อุ้มผาง จ.ตาก,Dec-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Feb-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
376401-อุ้มผาง จ.ตาก,Mar-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
376401-อุ้มผาง จ.ตาก,Apr-20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0.8,0,0,0,0,0,0,0,0,0,15.1,7.3,34.1,0.7,17.5,1,-,90.3
376401-อุ้มผาง จ.ตาก,May-20,1.2,10.9,4.6,0,4.3,0,0.8,0,0,0,0,0,13.9,0,7.1,0,0,3.3,0,0.7,0,0,0,0.6,0,0,0,0.7,2,0,0,50.1
376401-อุ้มผาง จ.ตาก,Jun-20,0,1.2,0,0,0,6,0,1.4,30,0,0,0,3.7,31.5,0.4,2.2,9.6,2.5,0,0,0,0,35.8,0,0,0,2.2,0,0,1.8,-,128.3
376401-อุ้มผาง จ.ตาก,Jul-20,0.5,3.8,4,7,0,10,1.8,0,0.2,0,1.5,3.5,2.5,4.2,0,3.6,6.9,0,1.8,0,18.9,0,0.8,14,0,2.8,0,10,5.1,0.5,2.2,105.6
376401-อุ้มผาง จ.ตาก,Aug-20,4.3,31.9,11.2,20.6,0,25.2,0.5,34.3,0,6.6,8.2,7.6,10.8,1.8,5.1,0,0.6,4.2,6,7.8,9.8,18.4,13.2,0,0,0,0.4,1.3,15,0,33.1,277.9
376401-อุ้มผาง จ.ตาก,Sep-20,28.3,0.5,0,1.2,15.6,0,26.8,2.7,0,0,14.4,6.1,65,14.8,0,0,16.3,62.4,66.8,11.2,0,17.6,44.3,12.1,0.5,0,13.5,10.6,17.1,0.4,-,448.2
376401-อุ้มผาง จ.ตาก,Oct-20,33.5,0,42,0,0,1.2,21.2,22,0.8,0,0,T,0,3.8,35.2,21.8,4.1,3.4,0.2,0,0,0,0,0,1,0,0.4,0,13.6,0,23.1,227.3
376401-อุ้มผาง จ.ตาก,Nov-20,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,-,0.8
376401-อุ้มผาง จ.ตาก,Dec-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Feb-21,0,0,0,0,0,0,0,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,5.2
376401-อุ้มผาง จ.ตาก,Mar-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,14.8,0,0,8,0,0,14.6,1.6,34.6,5.4,0,0,0,0,84.7
376401-อุ้มผาง จ.ตาก,Apr-21,0,2.9,13.4,62.3,0,2.9,3.6,0,7.5,2.3,20.1,0.8,0,17.8,0.8,4.5,15.6,0,0,0,0,0,0,0,1.2,31.6,4.2,17,13,6.4,-,227.9
376401-อุ้มผาง จ.ตาก,May-21,0.9,1.7,21.2,0,4.5,0,0,12.5,0,0,0,0,0,1,0,0,0,6.5,0,0,1,0,0,0,0,23.9,0,7.3,4.1,0.5,0,85.1
376401-อุ้มผาง จ.ตาก,Jun-21,0,0,0,13.6,8,16.6,0,2.8,3.8,7.6,16.6,1.7,9.7,12.3,8.7,5.7,2,0,2.3,0,0.3,0.3,3.5,2.7,0,0.7,1.2,11,3.1,2.9,-,137.1
376401-อุ้มผาง จ.ตาก,Jul-21,8.2,2.1,2.8,0,2.8,2.6,8.5,1.8,4.4,7.6,4.5,2.4,0.5,6.9,19.7,0,1.6,13.3,21.5,7.1,16.3,21.4,7.5,13.2,37.9,52.5,41,16.6,0.7,2.8,5.1,333.3
376401-อุ้มผาง จ.ตาก,Aug-21,12.2,6.5,23,9.9,9,2.5,0.7,4.4,1.8,0.7,0,32,3.1,12.9,4.5,0,0,0,1.5,0,6,0,17.9,10.9,6,16.7,29,80.9,15,3.5,3.8,314.4
376401-อุ้มผาง จ.ตาก,Sep-21,4.1,62.2,4.4,5,0,1.9,18.8,35.4,0,23.2,5.5,2.1,5.2,8.7,1.9,8.5,0.9,11.2,9.7,17.2,14.2,0,8.5,6.9,87.7,44.9,0,0,6.7,0,-,394.8
376401-อุ้มผาง จ.ตาก,Oct-21,10.5,0.9,0,0,0,15.3,2.5,0,0,0,0,9.5,0.2,0,16.7,5.9,1.6,2.3,0,0,27,15.3,0,0,0,0,0,0.6,23.6,16.6,49.4,197.9
376401-อุ้มผาง จ.ตาก,Nov-21,0,5,9.9,2.3,0,0,0.6,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,31.9
376401-อุ้มผาง จ.ตาก,Dec-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,6.3,0,0,0,0,0,0,0,0,0,7.1
376401-อุ้มผาง จ.ตาก,Feb-22,0,0,0,39.5,0.5,0,0,0,0,2.8,0,0,0,7.9,0.4,18.7,29.5,7,7.1,0.6,0,0,0,0,0,0,0,0,-,-,-,114
376401-อุ้มผาง จ.ตาก,Mar-22,0,0,0,32.4,0,27.7,14.3,0.3,0,0,7,0.3,0,0,2.6,0,15,0,4.1,9.9,0,2.2,0,0,0,0,0,0,0,0,0,115.8
376401-อุ้มผาง จ.ตาก,Apr-22,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,3,3.5,29.3,0,0.9,0,0,0,0,0,0,0,0,0,8.1,-,47.2
376401-อุ้มผาง จ.ตาก,May-22,0.2,9.7,0,0,0,0,0.5,0,0,32.2,13.5,0,0,0,0,0,1.4,41.4,8.4,43.3,93.6,5.5,0,16.6,10.5,0,1.5,4.2,1.3,2,0,285.8
376401-อุ้มผาง จ.ตาก,Jun-22,0,6,2.3,19,3.8,8.9,6.4,0,3.5,0.8,0,6.7,0,0.3,0,0,0,1.3,27.2,21.7,0,0,40.9,0,3.5,4.8,32.6,13.1,0,1.9,-,204.7
376401-อุ้มผาง จ.ตาก,Jul-22,0.7,4.1,1.9,0,2.2,0,6.7,35.9,3.4,6.9,7.3,9.5,29.2,2.5,0,30.7,0,6.2,8.8,0,26.3,1.5,14.7,0.8,7.5,28.3,1,0.9,0,0,11.9,248.9
376401-อุ้มผาง จ.ตาก,Aug-22,3,14.2,7.6,4.8,7.4,7.7,20.5,37.3,13.9,37.4,36.3,2.5,4.3,0,7.3,1.8,6.9,0.5,1.5,17.5,10.9,0,0,0.7,49.2,6,19.5,8.1,0,1.2,0,328
376401-อุ้มผาง จ.ตาก,Sep-22,2.3,0,0,0,0,38.7,9.5,17.7,34.2,18.9,17.9,0.3,0,2,0,5.1,0.7,4.6,2.3,1.7,0.4,19.3,16.1,29.6,7.4,41.5,12.5,5.9,24.8,10.2,-,323.6
376401-อุ้มผาง จ.ตาก,Oct-22,3.7,22.8,12.8,0.9,0,4.5,1.1,0,7.3,19.2,0,0,2.1,2.2,4.3,0,0,0,0,0,0,0,0,0,0,0.5,2.5,1.9,0,0,0,85.8
376401-อุ้มผาง จ.ตาก,Nov-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,1.9,0,0,3.1,0,2.3,-,16.7
376401-อุ้มผาง จ.ตาก,Dec-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-23,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3
376401-อุ้มผาง จ.ตาก,Feb-23,0,0,0,34.4,6.8,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4,0,0,0,0,0,0,0,0,0,0,-,-,-,44
376401-อุ้มผาง จ.ตาก,Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,34.2,9.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,65.9
376401-อุ้มผาง จ.ตาก,Apr-23,0,0,0,0,0,0,0,T,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,2.1,9.2,0,1.8,16.2,-,34.4
376401-อุ้มผาง จ.ตาก,May-23,0,T,18.6,0,0,0,0,5.7,8.9,0.2,0.3,0,19.1,2.3,2.1,0,2,0,0,0,3.7,0.5,5.8,0,0,7.7,0,5.6,4,4,29.1,119.6
376401-อุ้มผาง จ.ตาก,Jun-23,0,0,0,0.5,0.7,5.7,4,2.2,0,3.2,0.9,0,0,9.3,2.9,0.1,0,0.2,0.1,3.3,0,3.3,0.4,0.5,8.8,5.5,4.1,0,0,13.3,-,69
376401-อุ้มผาง จ.ตาก,Jul-23,0,3.2,5,3,2.1,2.5,0.2,2.3,2.2,18,1.8,0,0,1.5,3,7.8,23.8,20.5,9.4,0.6,25,10.8,15.5,22.5,0.3,29.2,12.7,7.4,11.8,16.4,1.2,259.7
376401-อุ้มผาง จ.ตาก,Aug-23,8.9,17.4,19.3,18.7,15.6,58.8,22.1,15.8,7.6,6.1,7.8,0,1.6,3.3,0,0,0.6,7.4,0.3,0,33,3.5,0,0.4,3.6,3.1,3.1,0,0,0.3,7,265.3
376401-อุ้มผาง จ.ตาก,Sep-23,0,21.7,0.6,49.5,6.8,3.1,2,5.9,0,11.1,6.8,7.4,10.4,6.5,7.7,22.9,4.7,4.2,17.6,3.7,0,7.1,6,0,3,10.4,1.4,16.1,15.4,1.4,-,253.4
376401-อุ้มผาง จ.ตาก,Oct-23,23.2,0.8,3.3,35.1,14.6,13,22.6,1.4,0,17.6,16,0.9,0,0,2,10,0,0,0,0,0,0.3,0,0,0,0.6,12.6,14.8,0,9.4,0,198.2
